user_hash,source,company,region,job_title,period_raw,start_date,end_date,is_present,parse_ok,company_display_full,company_display_short,company_norm,region_display_full,region_display_short,region_norm,job_title_short
7a9b8a8f99,latex_expheader,WINbd,Томск,Ментор курса ``Project Management in IT'' (проектная работа),10.2021 -- 10.2024,2021-10-01,2024-10-01,False,True,WINbd,WINbd,WINBD,Томск,Томск,Томск,Ментор курса ``Project Management in IT'' (проектная работа)
7a9b8a8f99,latex_expheader,Мобильные ТелеСистемы (МТС),Россия,Специалист по аренде и договорным отношениям,10.2017 -- 12.2020,2017-10-01,2020-12-01,False,True,Мобильные ТелеСистемы (МТС),Мобильные ТелеСистемы (МТС),мобильные телесистемы мтс,Россия,Россия,Russia,Специалист по аренде и договорным отношениям
ce1f6fb631,latex_expheader,Adrenalin,,Senior Project Manager / Delivery Manager,07.2023 -- Present,2023-07-01,2026-02-01,True,True,Adrenalin,Adrenalin,adrenalin,,,Not specified,Senior Project Manager / Delivery Manager
ce1f6fb631,latex_expheader,Rosbank (ex. Societe Generale Group),,Senior Project Manager,12.2020 -- 07.2023,2020-12-01,2023-07-01,False,True,Rosbank (ex. Societe Generale Group),Rosbank (ex. Societe Generale Group),rosbank ex societe generale,,,Not specified,Senior Project Manager
ce1f6fb631,latex_expheader,"Digital Solution SWR Ltd (ex. SolidWorks R., LLC)",,Senior Project Manager / Scrum Master,05.2014 -- 12.2020,2014-05-01,2020-12-01,False,True,"Digital Solution SWR Ltd (ex. SolidWorks R., LLC)","Digital Solution SWR Ltd (ex. SolidWorks R., LLC)",digital solution swr ex solidworks r,,,Not specified,Senior Project Manager / Scrum Master
ce1f6fb631,latex_expheader,"Digital Solution SWR Ltd (ex. SolidWorks R., LLC)",,Project Manager / Business Analyst,05.2012 -- 05.2014,2012-05-01,2014-05-01,False,True,"Digital Solution SWR Ltd (ex. SolidWorks R., LLC)","Digital Solution SWR Ltd (ex. SolidWorks R., LLC)",digital solution swr ex solidworks r,,,Not specified,Project Manager / Business Analyst
0d0b0de0c2,latex_expheader,Независимый стратегический советник,"Минск, Беларусь",Стратегический советник по PMO и трансформациям,12.2025 -- по н.в.,2025-12-01,2026-02-01,True,True,Независимый стратегический советник,Независимый стратегический советник,независимыи стратегическии советник,"Минск, Беларусь","Минск, Беларусь",Minsk,Стратегический советник по PMO и трансформациям
0d0b0de0c2,latex_expheader,ООО ``Технологии Управления Проектами'' (PMtech Engineering),"Минск, Беларусь",Операционный директор (COO),04.2025 -- 12.2025,2025-04-01,2025-12-01,False,True,ООО ``Технологии Управления Проектами'' (PMtech Engineering),ООО ``Технологии Управления Проектами'' (PMtech Engineering),технологии управления проектами pmtech engineering,"Минск, Беларусь","Минск, Беларусь",Minsk,Операционный директор (COO)
0d0b0de0c2,latex_expheader,ИООО ``Капш Телематик Сервисиз'' (Kapsch Group),"Минск, Беларусь","Руководитель PMO / Program \& Portfolio Management (последовательно: руководитель проектных сервисов, руководитель международных проектов, Change Manager, руководитель проектного офиса проектов)",08.2015 -- 04.2025,2015-08-01,2025-04-01,False,True,ИООО ``Капш Телематик Сервисиз'' (Kapsch Group),ИООО ``Капш Телематик Сервисиз'' (Kapsch Group),иооо капш телематик сервисиз kapsch,"Минск, Беларусь","Минск, Беларусь",Minsk,Руководитель PMO / Program \& Portfolio Management (после...
0d0b0de0c2,latex_previous,АДАНИ,,"Руководитель стратегической бизнес-единицы: внедрил структуру СБЕ (цели, KPI, зоны ответственности); повысил эффективность на 15%, рост ключевых показателей на 10% через годовую стратегию.",11.2014 -- 08.2015,2014-11-01,2015-08-01,False,True,АДАНИ,АДАНИ,ADANI,,,Not specified,Руководитель стратегической бизнес-единицы: внедрил струк...
0d0b0de0c2,latex_previous,"ИЗОВАК, группа компаний",,"Заместитель директора по проектам: построил PMO и внедрил Clarizen; управление портфелем до 30 проектов; сократил отклонения по срокам на 1--2 месяца; руководил проектным комитетом, снизив расхождение план-факт на 15%.",10.2008 -- 10.2014,2008-10-01,2014-10-01,False,True,"ИЗОВАК, группа компаний","ИЗОВАК, группа компаний",изовак группа компании,,,Not specified,Заместитель директора по проектам: построил PMO и внедрил...
0d0b0de0c2,latex_previous,"ИЗОВАК, группа компаний",,Руководитель производства: организовал цех по сборке вакуумного оборудования ``с нуля'' и структуру подразделения (5 сотрудников); внедрил ключевые производственные процессы.,05.2006 -- 10.2008,2006-05-01,2008-10-01,False,True,"ИЗОВАК, группа компаний","ИЗОВАК, группа компаний",изовак группа компании,,,Not specified,Руководитель производства: организовал цех по сборке ваку...
0d0b0de0c2,latex_previous,"ИЗОВАК, группа компаний",,"Руководитель проектов: завершил контракт на 1.5M долларов с досрочной поставкой оборудования; получен бонус 150 , 000 долларов; реализовал 10+ проектов полного цикла (общий бюджет 3M долларов).",05.2003 -- 05.2006,2003-05-01,2006-05-01,False,True,"ИЗОВАК, группа компаний","ИЗОВАК, группа компаний",изовак группа компании,,,Not specified,Руководитель проектов: завершил контракт на 1.5M долларов...
0d0b0de0c2,latex_previous,"ИЗОВАК, группа компаний",,"Инженер-технолог: сборка, наладка и сдача порядка 20 единиц оборудования на территории заказчиков (Тайвань, Китай).",04.2000 -- 05.2003,2000-04-01,2003-05-01,False,True,"ИЗОВАК, группа компаний","ИЗОВАК, группа компаний",изовак группа компании,,,Not specified,"Инженер-технолог: сборка, наладка и сдача порядка 20 един..."
70c4b37e38,latex_expheader,Independent Practice,,E-commerce \& Digital Consultant,06.2025 -- Present,2025-06-01,2026-02-01,True,True,Independent Practice,Independent Practice,independent practice,,,Not specified,E-commerce \& Digital Consultant
70c4b37e38,latex_expheader,Tele2,Russia,Head of E-Commerce,02.2019 -- 04.2025,2019-02-01,2025-04-01,False,True,Tele2,Tele2,TELE2,Russia,Russia,Russia,Head of E-Commerce
70c4b37e38,latex_expheader,NLMK,Russia,Head of Internet Projects,07.2018 -- 02.2019,2018-07-01,2019-02-01,False,True,NLMK,NLMK,NLMK,Russia,Russia,Russia,Head of Internet Projects
70c4b37e38,latex_expheader,Pochta Bank,Russia,Head of Internet Projects,04.2017 -- 04.2018,2017-04-01,2018-04-01,False,True,Pochta Bank,Pochta Bank,pochta bank,Russia,Russia,Russia,Head of Internet Projects
70c4b37e38,latex_expheader,Promsvyazbank,Russia,Head of Digital Marketing,12.2013 -- 04.2017,2013-12-01,2017-04-01,False,True,Promsvyazbank,Promsvyazbank,Промсвязьбанк,Russia,Russia,Russia,Head of Digital Marketing
70c4b37e38,latex_previous,Adv Web Engineering & Aeroidea,,"Project Manager: delivered web projects for MegaFon, X5 Retail Group, Ural Airlines, Alrosa, and Nezavisimost.",2011 -- 2013,2011-01-01,2013-12-01,False,True,Adv Web Engineering & Aeroidea,Adv Web Engineering & Aeroidea,adv web engineering and aeroidea,,,Not specified,"Project Manager: delivered web projects for MegaFon, X5 R..."
70c4b37e38,latex_previous,Soundkey,,Executive Director: helped scale one of the two largest legal digital music stores in Runet (combined 70% share of online music sales in Russia).,2006 -- 2011,2006-01-01,2011-12-01,False,True,Soundkey,Soundkey,soundkey,,,Not specified,Executive Director: helped scale one of the two largest l...
cd426743a3,latex_expheader,Scandiweb,"Riga, Latvia (remote from Minsk)",Project Manager,06.2021 -- 12.2025,2021-06-01,2025-12-01,False,True,Scandiweb,Scandiweb,scandiweb,"Riga, Latvia (remote from Minsk)","Riga, Latvia (remote from Minsk)",Minsk,Project Manager
cd426743a3,latex_expheader,EPAM Systems,"Minsk, Belarus",Senior Software Engineer / Project Coordinator / Resource Manage,04.2013 -- 05.2021,2013-04-01,2021-05-01,False,True,EPAM Systems,EPAM Systems,EPAM,"Minsk, Belarus","Minsk, Belarus",Minsk,Senior Software Engineer / Project Coordinator / Resource...
cd426743a3,latex_expheader,Aztezio,"Minsk, Belarus",PHP Developer,08.2010 -- 03.2013,2010-08-01,2013-03-01,False,True,Aztezio,Aztezio,aztezio,"Minsk, Belarus","Minsk, Belarus",Minsk,PHP Developer
cd426743a3,latex_expheader,Polotsk State University,"Polotsk, Belarus",Assistant Lecturer,08.2008 -- 07.2010,2008-08-01,2010-07-01,False,True,Polotsk State University,Polotsk State University,polotsk state university,"Polotsk, Belarus","Polotsk, Belarus",Belarus,Assistant Lecturer
8e7df05447,latex_expheader,"Крупный многоотраслевой холдинг (20+ компаний; оборот 1+ трлн рублей; 50\,000+ сотрудников)",Москва,CDTO / Руководитель Центра управления проектами,03.2023 -- по н.в.,2023-03-01,2026-02-01,True,True,"Крупный многоотраслевой холдинг (20+ компаний; оборот 1+ трлн рублей; 50\,000+ сотрудников)",Крупный многоотраслевой холдинг (20+ компаний; оборот 1+...,крупныи многоотраслевои холдинг 20+ компании оборот 1+ трлн рублеи 50 000+ сотрудников,Москва,Москва,Moscow,CDTO / Руководитель Центра управления проектами
8e7df05447,latex_expheader,Россельхозбанк,Москва,Исполнительный директор Проектного офиса,11.2018 -- 03.2023,2018-11-01,2023-03-01,False,True,Россельхозбанк,Россельхозбанк,россельхозбанк,Москва,Москва,Moscow,Исполнительный директор Проектного офиса
8e7df05447,latex_expheader,Сбер,Москва,Старший руководитель проектов,11.2016 -- 11.2018,2016-11-01,2018-11-01,False,True,Сбер,Сбер,Сбер,Москва,Москва,Moscow,Старший руководитель проектов
8e7df05447,latex_previous,АТ Консалтинг (Москва),,Руководитель направления: управление программой проектов Министерства Внутренних Дел.,09.2014 -- 08.2015,2014-09-01,2015-08-01,False,True,АТ Консалтинг (Москва),АТ Консалтинг (Москва),ат консалтинг москва,,,Not specified,Руководитель направления: управление программой проектов...
8e7df05447,latex_previous,АНО «Оргкомитет «Сочи 2014»,,"Руководитель проектного офиса Департамента ИТ: ИТ-обеспечение объектов Олимпиады (10\,000+ единиц оборудования), бюджет 500 млн рублей; координация с международными партнерами и подрядчиками.",05.2012 -- 07.2014,2012-05-01,2014-07-01,False,True,АНО «Оргкомитет «Сочи 2014»,АНО «Оргкомитет «Сочи 2014»,ано оргкомитет сочи 2014,,,Not specified,Руководитель проектного офиса Департамента ИТ: ИТ-обеспеч...
8e7df05447,latex_previous,Газпромбанк,,"Заместитель начальника Управления проектного офиса: управление портфелем ИТ-проектов; ИТ-аудит, CRM, модернизация АБС; развитие методологии.",06.2006 -- 05.2012,2006-06-01,2012-05-01,False,True,Газпромбанк,Газпромбанк,Газпромбанк,,,Not specified,Заместитель начальника Управления проектного офиса: управ...
bb42512d3b,latex_expheader,BP Mobile,,Product Analyst,11.2024 -- по н.в.,2024-11-01,2026-02-01,True,True,BP Mobile,BP Mobile,bp mobile,,,Not specified,Product Analyst
bb42512d3b,latex_expheader,Мой логопед (EdTech),,Руководитель отдела аналитики / Аналитик данных,05.2023 -- 11.2024,2023-05-01,2024-11-01,False,True,Мой логопед (EdTech),Мой логопед (EdTech),мои логопед edtech,,,Not specified,Руководитель отдела аналитики / Аналитик данных
bb42512d3b,latex_expheader,Проектная работа (самозанятость),,Аналитик данных,05.2022 -- 05.2023,2022-05-01,2023-05-01,False,True,Проектная работа (самозанятость),Проектная работа (самозанятость),проектная работа самозанятость,,,Not specified,Аналитик данных
d6f2fc0b85,latex_expheader,Everwest UAB (Girteka logistics group),,HR Consultant,04.2024 -- 02.2025,2024-04-01,2025-02-01,False,True,Everwest UAB (Girteka logistics group),Everwest UAB (Girteka logistics group),everwest uab girteka logistics,,,Not specified,HR Consultant
d6f2fc0b85,latex_expheader,EA Group Holding,,HR \& Organization Development Director,05.2020 -- 12.2023,2020-05-01,2023-12-01,False,True,EA Group Holding,EA Group Holding,EA,,,Not specified,HR \& Organization Development Director
d6f2fc0b85,latex_expheader,Independent (Entrepreneur),,HR Consultant / Career Consultant,06.2019 -- 06.2020,2019-06-01,2020-06-01,False,True,Independent (Entrepreneur),Independent (Entrepreneur),independent entrepreneur,,,Not specified,HR Consultant / Career Consultant
d6f2fc0b85,latex_expheader,Philip Morris Kazakhstan,,Interim PnC Business Partner (Commercial),05.2018 -- 12.2018,2018-05-01,2018-12-01,False,True,Philip Morris Kazakhstan,Philip Morris Kazakhstan,philip morris kazakhstan,,,Not specified,Interim PnC Business Partner (Commercial)
d6f2fc0b85,latex_expheader,Chagala Group JSC,,Group HR Director,2010 -- 2018; 01.2019 -- 06.2019,2010-01-01,2018-12-01,False,True,Chagala Group JSC,Chagala Group JSC,chagala,,,Not specified,Group HR Director
d6f2fc0b85,latex_expheader,HSBC Bank Kazakhstan,,HR Officer,2007 -- 2010,2007-01-01,2010-12-01,False,True,HSBC Bank Kazakhstan,HSBC Bank Kazakhstan,hsbc bank kazakhstan,,,Not specified,HR Officer
749b6ba5f7,latex_expheader,HR Consultant (Self-Employed),EU (remote),HR Consultant,10.2024 -- Present,2024-10-01,2026-02-01,True,True,HR Consultant (Self-Employed),HR Consultant (Self-Employed),hr consultant self employed,EU (remote),EU (remote),Eu (Remote),HR Consultant
749b6ba5f7,latex_expheader,Gazprom Neft,"St. Petersburg, Russia",Progressive career (HR Director / HR Shared Services / Org Development),09.2013 -- 10.2024,2013-09-01,2024-10-01,False,True,Gazprom Neft,Gazprom Neft,Газпром нефть,"St. Petersburg, Russia","St. Petersburg, Russia",Saint Petersburg,Progressive career (HR Director / HR Shared Services / Or...
749b6ba5f7,latex_expheader,"Bitumen Materials (holding, 9 legal entities)",,Director HR and Organizational Development,05.2020 -- 10.2024,2020-05-01,2024-10-01,False,True,"Bitumen Materials (holding, 9 legal entities)","Bitumen Materials (holding, 9 legal entities)",bitumen materials 9 legal entities,,,Not specified,Director HR and Organizational Development
749b6ba5f7,latex_expheader,Business Service --- HR Shared Services Center,,Managing Director HR Services \& Project Lead,02.2017 -- 05.2020,2017-02-01,2020-05-01,False,True,Business Service --- HR Shared Services Center,Business Service --- HR Shared Services Center,business service hr shared services center,,,Not specified,Managing Director HR Services \& Project Lead
749b6ba5f7,latex_expheader,Marine Bunker,"Russia and Eastern Europe (Romania, Estonia)",HR Director,09.2013 -- 02.2017,2013-09-01,2017-02-01,False,True,Marine Bunker,Marine Bunker,marine bunker,"Russia and Eastern Europe (Romania, Estonia)","Russia and Eastern Europe (Romania, Estonia)",Russia,HR Director
749b6ba5f7,latex_expheader,Philip Morris International / Philip Morris Izhora,"St. Petersburg, Russia","HR Manager, Operations",10.2011 -- 08.2013,2011-10-01,2013-08-01,False,True,Philip Morris International / Philip Morris Izhora,Philip Morris International / Philip Morris Izhora,philip morris international philip morris izhora,"St. Petersburg, Russia","St. Petersburg, Russia",Saint Petersburg,"HR Manager, Operations"
749b6ba5f7,latex_expheader,Philip Morris International / Philip Morris Izhora,"St. Petersburg, Russia","Supervisor, HR Services",02.2008 -- 10.2011,2008-02-01,2011-10-01,False,True,Philip Morris International / Philip Morris Izhora,Philip Morris International / Philip Morris Izhora,philip morris international philip morris izhora,"St. Petersburg, Russia","St. Petersburg, Russia",Saint Petersburg,"Supervisor, HR Services"
8e2f0c025c,latex_expheader,PwC,"Dubai, United Arab Emirates","EMEA Tax, Legal and Workforce L\&D Senior Manager (01.2025 -- Present)",05.2015 -- Present,2015-05-01,2026-02-01,True,True,PwC,PwC,PWC,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",Dubai,"EMEA Tax, Legal and Workforce L\&D Senior Manager (01.202..."
8e2f0c025c,latex_expheader,PwC,"Dubai, United Arab Emirates",Strategy \& Execution Lead --- Skills Project (Senior Manager),05.2024 -- 12.2024,2024-05-01,2024-12-01,False,True,PwC,PwC,PWC,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",Dubai,Strategy \& Execution Lead --- Skills Project (Senior Man...
8e2f0c025c,latex_expheader,PwC,"Dubai, United Arab Emirates",Digital Upskilling Lead (Senior Manager),02.2019 -- 05.2024,2019-02-01,2024-05-01,False,True,PwC,PwC,PWC,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",Dubai,Digital Upskilling Lead (Senior Manager)
8e2f0c025c,latex_expheader,PwC,"Dubai, United Arab Emirates",Regional L\&D Manager,05.2015 -- 02.2019,2015-05-01,2019-02-01,False,True,PwC,PwC,PWC,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",Dubai,Regional L\&D Manager
8e2f0c025c,latex_previous,"PwC (Moscow, Russia)",,"Advisory L&D Manager: Led L&D for 350 Deals and Consulting employees; delivered full-cycle training, stakeholder alignment, budget management, and localisation of global best practices.",11.2005 -- 09.2014,2005-11-01,2014-09-01,False,True,"PwC (Moscow, Russia)","PwC (Moscow, Russia)",pwc moscow russia,,,Not specified,Advisory L&D Manager: Led L&D for 350 Deals and Consultin...
01092a8f58,latex_expheader,LTD WeilIt Marine Engineering,"Beijing, China",Project \& Business Development Manager,02.2024 -- 10.2025,2024-02-01,2025-10-01,False,True,LTD WeilIt Marine Engineering,LTD WeilIt Marine Engineering,weilit marine engineering,"Beijing, China","Beijing, China","Beijing, China",Project \& Business Development Manager
01092a8f58,latex_expheader,Orenburg Sulfiding Company,"Moscow, Russia",Senior Project Manager,04.2018 -- 12.2023,2018-04-01,2023-12-01,False,True,Orenburg Sulfiding Company,Orenburg Sulfiding Company,orenburg sulfiding,"Moscow, Russia","Moscow, Russia",Moscow,Senior Project Manager
01092a8f58,latex_expheader,Gazprom,"Moscow, Russia",Project Manager,01.2016 -- 04.2018,2016-01-01,2018-04-01,False,True,Gazprom,Gazprom,Газпром,"Moscow, Russia","Moscow, Russia",Moscow,Project Manager
01092a8f58,latex_expheader,ENEX,"Moscow, Russia",Project Engineer,04.2014 -- 12.2015,2014-04-01,2015-12-01,False,True,ENEX,ENEX,ENEX,"Moscow, Russia","Moscow, Russia",Moscow,Project Engineer
01092a8f58,latex_expheader,UPEC (Urals Power Engineering Company),"Yekaterinburg, Russia",Project Engineer,05.2011 -- 03.2014,2011-05-01,2014-03-01,False,True,UPEC (Urals Power Engineering Company),UPEC (Urals Power Engineering Company),upec urals power engineering,"Yekaterinburg, Russia","Yekaterinburg, Russia",Russia,Project Engineer
01092a8f58,latex_expheader,UPEC (Urals Power Engineering Company),"Yekaterinburg, Russia",Electrical Engineer,05.2008 -- 04.2011,2008-05-01,2011-04-01,False,True,UPEC (Urals Power Engineering Company),UPEC (Urals Power Engineering Company),upec urals power engineering,"Yekaterinburg, Russia","Yekaterinburg, Russia",Russia,Electrical Engineer
ecec7d8441,latex_expheader,ParanoidLab,"NY, USA",Head of Business Development,01.2025 -- Present,2025-01-01,2026-02-01,True,True,ParanoidLab,ParanoidLab,paranoidlab,"NY, USA","NY, USA",USA,Head of Business Development
ecec7d8441,latex_expheader,SurfSky.io,"Ajman Emirate, United Arab Emirates",Head of Sales,07.2024 -- 12.2024,2024-07-01,2024-12-01,False,True,SurfSky.io,SurfSky.io,surfsky io,"Ajman Emirate, United Arab Emirates","Ajman Emirate, United Arab Emirates",UAE,Head of Sales
ecec7d8441,latex_expheader,Banuba,"Dubai, UAE",Senior Account Executive,06.2023 -- 06.2024,2023-06-01,2024-06-01,False,True,Banuba,Banuba,banuba,"Dubai, UAE","Dubai, UAE",Dubai,Senior Account Executive
ecec7d8441,latex_expheader,DeepAR,"London, UK",Sales Executive,09.2022 -- 05.2023,2022-09-01,2023-05-01,False,True,DeepAR,DeepAR,deepar,"London, UK","London, UK",United Kingdom,Sales Executive
ecec7d8441,latex_previous,"Banuba Limited, Nicosia, Cyprus",,"Account Executive: closed 15 deals totaling 465,000+ USD in revenue; supported trials with 65% conversion to proposals.",07.2021 -- 09.2022,2021-07-01,2022-09-01,False,True,"Banuba Limited, Nicosia, Cyprus","Banuba Limited, Nicosia, Cyprus",banuba limited nicosia cyprus,,,Not specified,"Account Executive: closed 15 deals totaling 465,000+ USD..."
ecec7d8441,latex_previous,"GetHead, Moscow, Russian Federation",,"Account Executive: acquired 21 clients (35 vacancies, 86 positions) worth 245,000+ USD.",11.2020 -- 07.2021,2020-11-01,2021-07-01,False,True,"GetHead, Moscow, Russian Federation","GetHead, Moscow, Russian Federation",gethead moscow russian federation,,,Not specified,"Account Executive: acquired 21 clients (35 vacancies, 86..."
ecec7d8441,latex_previous,"Yotec, Minsk, Belarus",,Marketing and Sales Representative: generated 72 SQLs and 12 new customers; improved outbound open/reply rates.,04.2020 -- 06.2021,2020-04-01,2021-06-01,False,True,"Yotec, Minsk, Belarus","Yotec, Minsk, Belarus",yotec minsk belarus,,,Not specified,Marketing and Sales Representative: generated 72 SQLs and...
ecec7d8441,latex_previous,"Laboratory42, Minsk, Belarus",,"Sales Manager: closed 5 outsourcing deals totaling 10,000+ hours; improved retention from 68% to 85%.",02.2019 -- 03.2020,2019-02-01,2020-03-01,False,True,"Laboratory42, Minsk, Belarus","Laboratory42, Minsk, Belarus",laboratory42 minsk belarus,,,Not specified,"Sales Manager: closed 5 outsourcing deals totaling 10,000..."
354395feb7,latex_expheader,ООО ``ПРАЙМ ГРУП'',Москва,Ведущий инженер / Руководитель проектов,09.2018 -- по н.в.,2018-09-01,2026-02-01,True,True,ООО ``ПРАЙМ ГРУП'',ООО ``ПРАЙМ ГРУП'',праим груп,Москва,Москва,Moscow,Ведущий инженер / Руководитель проектов
354395feb7,latex_expheader,ООО ``Инфомеханика'',Москва,Руководитель проектов,05.2018 -- 08.2018,2018-05-01,2018-08-01,False,True,ООО ``Инфомеханика'',ООО ``Инфомеханика'',инфомеханика,Москва,Москва,Moscow,Руководитель проектов
354395feb7,latex_expheader,ООО ``Автоматизированные системы'',,Генеральный директор / Руководитель проектов,02.2008 -- 05.2017,2008-02-01,2017-05-01,False,True,ООО ``Автоматизированные системы'',ООО ``Автоматизированные системы'',автоматизированные системы,,,Not specified,Генеральный директор / Руководитель проектов
354395feb7,latex_previous,ЗАО ``Курортпроект'',,"инженер: проектирование автоматизации котельных, тепловых пунктов, вентиляции и нестандартных технических процессов.",12.2000 -- 07.2002,2000-12-01,2002-07-01,False,True,ЗАО ``Курортпроект'',ЗАО ``Курортпроект'',курортпроект,,,Not specified,"инженер: проектирование автоматизации котельных, тепловых..."
354395feb7,latex_previous,ООО ``ЦИТО'',,"инженер / ведущий инженер / менеджер проектов: проекты по оснащению зданий инженерными системами; разработка концепции автоматизации и ТЗ; контроль разработки разделов; авторский надзор; программирование СПК Siemens S7-200/S7-300, TAC Xenta.",06.2002 -- 01.2008,2002-06-01,2008-01-01,False,True,ООО ``ЦИТО'',ООО ``ЦИТО'',ЦИТО,,,Not specified,инженер / ведущий инженер / менеджер проектов: проекты по...
adc53b4f0e,latex_expheader,Outsource Company,,Senior Frontend Developer (Vue 3 / Nuxt 3) | Проект: Image Processing Web App,2024,,,False,False,Outsource Company,Outsource Company,outsource,,,Not specified,Senior Frontend Developer (Vue 3 / Nuxt 3) | Проект: Imag...
adc53b4f0e,latex_expheader,Outsource Company,,"Senior Frontend Developer | Проект: AdminSuite (React/Next.js, Vue)",2023--2024,2023-01-01,2024-12-01,False,True,Outsource Company,Outsource Company,outsource,,,Not specified,Senior Frontend Developer | Проект: AdminSuite (React/Nex...
adc53b4f0e,latex_expheader,Outsource Company,,"Senior Frontend Developer | Проект: E-commerce Dashboard (Vue, PrimeVue)",2022--2023,2022-01-01,2023-12-01,False,True,Outsource Company,Outsource Company,outsource,,,Not specified,Senior Frontend Developer | Проект: E-commerce Dashboard...
adc53b4f0e,latex_expheader,Golden-Grand (EngProf),,Full Stack Engineer (фокус: Frontend) | EdTech,2019--2022,2019-01-01,2022-12-01,False,True,Golden-Grand (EngProf),Golden-Grand (EngProf),golden grand engprof,,,Not specified,Full Stack Engineer (фокус: Frontend) | EdTech
adc53b4f0e,latex_expheader,Perevod Company,,Frontend Developer,2017--2019,2017-01-01,2019-12-01,False,True,Perevod Company,Perevod Company,perevod,,,Not specified,Frontend Developer
f3d7c7b350,latex_expheader,Стратегический профиль,Алматы,Генеральный директор (профиль компетенций),05.2005 -- по н.в.,2005-05-01,2026-02-01,True,True,Стратегический профиль,Стратегический профиль,стратегическии профиль,Алматы,Алматы,Almaty,Генеральный директор (профиль компетенций)
f3d7c7b350,latex_expheader,Проектная работа (консалтинг),,Генеральный директор; консультирующий директор,11.2022 -- 06.2025,2022-11-01,2025-06-01,False,True,Проектная работа (консалтинг),Проектная работа (консалтинг),проектная работа консалтинг,,,Not specified,Генеральный директор; консультирующий директор
f3d7c7b350,latex_expheader,Eurasian Holding Company,Астана,Независимый директор,06.2018 -- 10.2022,2018-06-01,2022-10-01,False,True,Eurasian Holding Company,Eurasian Holding Company,eurasian,Астана,Астана,Астана,Независимый директор
f3d7c7b350,latex_expheader,Сеть ресторанов быстрого питания ``Lanzhou'',"Казахстан, Кыргызстан, Таджикистан, Узбекистан, Россия",Генеральный директор,09.2020 -- 08.2021,2020-09-01,2021-08-01,False,True,Сеть ресторанов быстрого питания ``Lanzhou'',Сеть ресторанов быстрого питания ``Lanzhou'',сеть ресторанов быстрого питания lanzhou,"Казахстан, Кыргызстан, Таджикистан, Узбекистан, Россия","Казахстан, Кыргызстан, Таджикистан, Узбекистан, Россия",Kazakhstan,Генеральный директор
f3d7c7b350,latex_expheader,ТОО ``Astana Retail Company''; ТОО ``Алмалы Трэйд''; ТОО ``Bekmambetov Cinema'',Алматы,Генеральный директор (группы компаний),01.2014 -- 04.2015,2014-01-01,2015-04-01,False,True,ТОО ``Astana Retail Company''; ТОО ``Алмалы Трэйд''; ТОО ``Bekmambetov Cinema'',ТОО ``Astana Retail Company''; ТОО ``Алмалы Трэйд''; ТОО...,тоо astana retail тоо алмалы трэид тоо bekmambetov cinema,Алматы,Алматы,Almaty,Генеральный директор (группы компаний)
f3d7c7b350,latex_previous,"``High group system'' (Чехия, Россия)",,"Управляющий группы компаний: аудит, смена топ-менеджмента; снижение затрат на 20% и рост прибыльной части на 30%; развитие управленческого учёта и бюджетного контроля (в т.ч. коммерческая недвижимость --- 10 объектов, производство, дистрибуция, fashion retail).",04.2015 -- 05.2017,2015-04-01,2017-05-01,False,True,"``High group system'' (Чехия, Россия)","``High group system'' (Чехия, Россия)",high system чехия россия,,,Not specified,"Управляющий группы компаний: аудит, смена топ-менеджмента..."
f3d7c7b350,latex_previous,"INTERFOOD СКГП, ТОО (Казахстан)",,"Операционный директор: управление розницей и производством; 4 ТРЦ, 7 супермаркетов, логистика и РЦ; управление 35\,000--50\,000 SKU; в подчинении 808 человек.",11.2012 -- 05.2013,2012-11-01,2013-05-01,False,True,"INTERFOOD СКГП, ТОО (Казахстан)","INTERFOOD СКГП, ТОО (Казахстан)",interfood скгп тоо казахстан,,,Not specified,Операционный директор: управление розницей и производство...
f3d7c7b350,latex_previous,ТОО ``Arber Казахстан'',,Генеральный директор: start-up проекта (проект свернут из-за остановки финансирования).,04.2012 -- 11.2012,2012-04-01,2012-11-01,False,True,ТОО ``Arber Казахстан'',ТОО ``Arber Казахстан'',тоо arber казахстан,,,Not specified,Генеральный директор: start-up проекта (проект свернут из...
f3d7c7b350,latex_previous,Сеть франчайзинговых магазинов детской одежды (Алматы),,"Директор сети (антикризисный проект): формирование команды, расширение ассортимента, рост выручки и прибыли.",11.2011 -- 04.2012,2011-11-01,2012-04-01,False,True,Сеть франчайзинговых магазинов детской одежды (Алматы),Сеть франчайзинговых магазинов детской одежды (Алматы),сеть франчаизинговых магазинов детскои одежды алматы,,,Not specified,Директор сети (антикризисный проект): формирование команд...
f3d7c7b350,latex_previous,Сеть магазинов нижнего белья и дистрибуция (Казахстан),,Генеральный директор: запуск и масштабирование бизнеса с нуля; сеть 7 магазинов.,05.2005 -- 05.2011,2005-05-01,2011-05-01,False,True,Сеть магазинов нижнего белья и дистрибуция (Казахстан),Сеть магазинов нижнего белья и дистрибуция (Казахстан),сеть магазинов нижнего белья и дистрибуция казахстан,,,Not specified,Генеральный директор: запуск и масштабирование бизнеса с...
